------------------Value Iteration------------------
Value Function:

beta = 0.100000
(A-10, unoccupied, unparked):111.1111
(A-9, unoccupied, unparked):222.2222
(A-8, unoccupied, unparked):333.3333
(A-7, unoccupied, unparked):444.4444
(A-6, unoccupied, unparked):555.5556
(A-5, unoccupied, unparked):666.6667
(A-4, unoccupied, unparked):777.7778
(A-3, unoccupied, unparked):888.8889
(A-2, unoccupied, unparked):1000.0000
(A-1, unoccupied, unparked):1.3059
(B-1, unoccupied, unparked):13.0594
(B-2, unoccupied, unparked):1000.0000
(B-3, unoccupied, unparked):888.8889
(B-4, unoccupied, unparked):777.7778
(B-5, unoccupied, unparked):666.6667
(B-6, unoccupied, unparked):555.5556
(B-7, unoccupied, unparked):444.4444
(B-8, unoccupied, unparked):333.3333
(B-9, unoccupied, unparked):222.2222
(B-10, unoccupied, unparked):111.1111
(A-10, occupied, unparked):20.0490
(A-9, occupied, unparked):26.6090
(A-8, occupied, unparked):30.7060
(A-7, occupied, unparked):32.2507
(A-6, occupied, unparked):31.1433
(A-5, occupied, unparked):27.2978
(A-4, occupied, unparked):20.6162
(A-3, occupied, unparked):11.1216
(A-2, occupied, unparked):0.1306
(A-1, occupied, unparked):1.3059
(B-1, occupied, unparked):13.0594
(B-2, occupied, unparked):21.9303
(B-3, occupied, unparked):28.0179
(B-4, occupied, unparked):31.4170
(B-5, occupied, unparked):32.2225
(B-6, occupied, unparked):30.5100
(B-7, occupied, unparked):26.3683
(B-8, occupied, unparked):19.8768
(B-9, occupied, unparked):11.1111
(B-10, occupied, unparked):11.1111
terminal(-, -, Parked) : 0.0000


beta = 0.900000
(A-10, unoccupied, unparked):357.0948
(A-9, unoccupied, unparked):396.7720
(A-8, unoccupied, unparked):440.8578
(A-7, unoccupied, unparked):489.8420
(A-6, unoccupied, unparked):555.5556
(A-5, unoccupied, unparked):666.6667
(A-4, unoccupied, unparked):777.7778
(A-3, unoccupied, unparked):888.8889
(A-2, unoccupied, unparked):1000.0000
(A-1, unoccupied, unparked):479.5308
(B-1, unoccupied, unparked):532.8120
(B-2, unoccupied, unparked):1000.0000
(B-3, unoccupied, unparked):888.8889
(B-4, unoccupied, unparked):777.7778
(B-5, unoccupied, unparked):666.6667
(B-6, unoccupied, unparked):555.5556
(B-7, unoccupied, unparked):444.4444
(B-8, unoccupied, unparked):333.3333
(B-9, unoccupied, unparked):289.2468
(B-10, unoccupied, unparked):321.3853
(A-10, occupied, unparked):357.0948
(A-9, occupied, unparked):396.7720
(A-8, occupied, unparked):440.8578
(A-7, occupied, unparked):489.8420
(A-6, occupied, unparked):530.1580
(A-5, occupied, unparked):526.9938
(A-4, occupied, unparked):489.4484
(A-3, occupied, unparked):445.2565
(A-2, occupied, unparked):431.5777
(A-1, occupied, unparked):479.5308
(B-1, occupied, unparked):532.8120
(B-2, occupied, unparked):541.0207
(B-3, occupied, unparked):518.9291
(B-4, occupied, unparked):476.0080
(B-5, occupied, unparked):418.7024
(B-6, occupied, unparked):352.2912
(B-7, occupied, unparked):285.3992
(B-8, occupied, unparked):260.3221
(B-9, occupied, unparked):289.2468
(B-10, occupied, unparked):321.3853
terminal(-, -, Parked) : 0.0000


beta = 0.999000
(A-10, unoccupied, unparked):921.8646
(A-9, unoccupied, unparked):922.7874
(A-8, unoccupied, unparked):923.7111
(A-7, unoccupied, unparked):924.6357
(A-6, unoccupied, unparked):925.5613
(A-5, unoccupied, unparked):926.4878
(A-4, unoccupied, unparked):927.4152
(A-3, unoccupied, unparked):928.3436
(A-2, unoccupied, unparked):1000.0000
(A-1, unoccupied, unparked):921.3543
(B-1, unoccupied, unparked):922.2766
(B-2, unoccupied, unparked):1000.0000
(B-3, unoccupied, unparked):914.5154
(B-4, unoccupied, unparked):915.4308
(B-5, unoccupied, unparked):916.3471
(B-6, unoccupied, unparked):917.2644
(B-7, unoccupied, unparked):918.1826
(B-8, unoccupied, unparked):919.1017
(B-9, unoccupied, unparked):920.0217
(B-10, unoccupied, unparked):920.9427
(A-10, occupied, unparked):921.8646
(A-9, occupied, unparked):922.7874
(A-8, occupied, unparked):923.7111
(A-7, occupied, unparked):924.6357
(A-6, occupied, unparked):925.5613
(A-5, occupied, unparked):926.4878
(A-4, occupied, unparked):927.4152
(A-3, occupied, unparked):928.3436
(A-2, occupied, unparked):920.4329
(A-1, occupied, unparked):921.3543
(B-1, occupied, unparked):922.2766
(B-2, occupied, unparked):913.6008
(B-3, occupied, unparked):914.5154
(B-4, occupied, unparked):915.4308
(B-5, occupied, unparked):916.3472
(B-6, occupied, unparked):917.2644
(B-7, occupied, unparked):918.1826
(B-8, occupied, unparked):919.1017
(B-9, occupied, unparked):920.0218
(B-10, occupied, unparked):920.9427
terminal(-, -, Parked) : 0.0000



Policy Function:

beta = 0.100000
(A-10, unoccupied, unparked):Park
(A-9, unoccupied, unparked):Park
(A-8, unoccupied, unparked):Park
(A-7, unoccupied, unparked):Park
(A-6, unoccupied, unparked):Park
(A-5, unoccupied, unparked):Park
(A-4, unoccupied, unparked):Park
(A-3, unoccupied, unparked):Park
(A-2, unoccupied, unparked):Park
(A-1, unoccupied, unparked):Drive
(B-1, unoccupied, unparked):Drive
(B-2, unoccupied, unparked):Park
(B-3, unoccupied, unparked):Park
(B-4, unoccupied, unparked):Park
(B-5, unoccupied, unparked):Park
(B-6, unoccupied, unparked):Park
(B-7, unoccupied, unparked):Park
(B-8, unoccupied, unparked):Park
(B-9, unoccupied, unparked):Park
(B-10, unoccupied, unparked):Park
(A-10, occupied, unparked):Drive
(A-9, occupied, unparked):Drive
(A-8, occupied, unparked):Drive
(A-7, occupied, unparked):Drive
(A-6, occupied, unparked):Drive
(A-5, occupied, unparked):Drive
(A-4, occupied, unparked):Drive
(A-3, occupied, unparked):Drive
(A-2, occupied, unparked):Drive
(A-1, occupied, unparked):Drive
(B-1, occupied, unparked):Drive
(B-2, occupied, unparked):Drive
(B-3, occupied, unparked):Drive
(B-4, occupied, unparked):Drive
(B-5, occupied, unparked):Drive
(B-6, occupied, unparked):Drive
(B-7, occupied, unparked):Drive
(B-8, occupied, unparked):Drive
(B-9, occupied, unparked):Drive
(B-10, occupied, unparked):Drive
terminal(-, -, Parked) : None


beta = 0.900000
(A-10, unoccupied, unparked):Drive
(A-9, unoccupied, unparked):Drive
(A-8, unoccupied, unparked):Drive
(A-7, unoccupied, unparked):Drive
(A-6, unoccupied, unparked):Park
(A-5, unoccupied, unparked):Park
(A-4, unoccupied, unparked):Park
(A-3, unoccupied, unparked):Park
(A-2, unoccupied, unparked):Park
(A-1, unoccupied, unparked):Drive
(B-1, unoccupied, unparked):Drive
(B-2, unoccupied, unparked):Park
(B-3, unoccupied, unparked):Park
(B-4, unoccupied, unparked):Park
(B-5, unoccupied, unparked):Park
(B-6, unoccupied, unparked):Park
(B-7, unoccupied, unparked):Park
(B-8, unoccupied, unparked):Park
(B-9, unoccupied, unparked):Drive
(B-10, unoccupied, unparked):Drive
(A-10, occupied, unparked):Drive
(A-9, occupied, unparked):Drive
(A-8, occupied, unparked):Drive
(A-7, occupied, unparked):Drive
(A-6, occupied, unparked):Drive
(A-5, occupied, unparked):Drive
(A-4, occupied, unparked):Drive
(A-3, occupied, unparked):Drive
(A-2, occupied, unparked):Drive
(A-1, occupied, unparked):Drive
(B-1, occupied, unparked):Drive
(B-2, occupied, unparked):Drive
(B-3, occupied, unparked):Drive
(B-4, occupied, unparked):Drive
(B-5, occupied, unparked):Drive
(B-6, occupied, unparked):Drive
(B-7, occupied, unparked):Drive
(B-8, occupied, unparked):Drive
(B-9, occupied, unparked):Drive
(B-10, occupied, unparked):Drive
terminal(-, -, Parked) : None


beta = 0.999000
(A-10, unoccupied, unparked):Drive
(A-9, unoccupied, unparked):Drive
(A-8, unoccupied, unparked):Drive
(A-7, unoccupied, unparked):Drive
(A-6, unoccupied, unparked):Drive
(A-5, unoccupied, unparked):Drive
(A-4, unoccupied, unparked):Drive
(A-3, unoccupied, unparked):Drive
(A-2, unoccupied, unparked):Park
(A-1, unoccupied, unparked):Drive
(B-1, unoccupied, unparked):Drive
(B-2, unoccupied, unparked):Park
(B-3, unoccupied, unparked):Drive
(B-4, unoccupied, unparked):Drive
(B-5, unoccupied, unparked):Drive
(B-6, unoccupied, unparked):Drive
(B-7, unoccupied, unparked):Drive
(B-8, unoccupied, unparked):Drive
(B-9, unoccupied, unparked):Drive
(B-10, unoccupied, unparked):Drive
(A-10, occupied, unparked):Drive
(A-9, occupied, unparked):Drive
(A-8, occupied, unparked):Drive
(A-7, occupied, unparked):Drive
(A-6, occupied, unparked):Drive
(A-5, occupied, unparked):Drive
(A-4, occupied, unparked):Drive
(A-3, occupied, unparked):Drive
(A-2, occupied, unparked):Drive
(A-1, occupied, unparked):Drive
(B-1, occupied, unparked):Drive
(B-2, occupied, unparked):Drive
(B-3, occupied, unparked):Drive
(B-4, occupied, unparked):Drive
(B-5, occupied, unparked):Drive
(B-6, occupied, unparked):Drive
(B-7, occupied, unparked):Drive
(B-8, occupied, unparked):Drive
(B-9, occupied, unparked):Drive
(B-10, occupied, unparked):Drive
terminal(-, -, Parked) : None


------------------Policy Iteration------------------
Value Function:

beta = 0.100000
(A-10, unoccupied, unparked):111.1111
(A-9, unoccupied, unparked):222.2222
(A-8, unoccupied, unparked):333.3333
(A-7, unoccupied, unparked):444.4444
(A-6, unoccupied, unparked):555.5556
(A-5, unoccupied, unparked):666.6667
(A-4, unoccupied, unparked):777.7778
(A-3, unoccupied, unparked):888.8889
(A-2, unoccupied, unparked):1000.0000
(A-1, unoccupied, unparked):1.3059
(B-1, unoccupied, unparked):13.0594
(B-2, unoccupied, unparked):1000.0000
(B-3, unoccupied, unparked):888.8889
(B-4, unoccupied, unparked):777.7778
(B-5, unoccupied, unparked):666.6667
(B-6, unoccupied, unparked):555.5556
(B-7, unoccupied, unparked):444.4444
(B-8, unoccupied, unparked):333.3333
(B-9, unoccupied, unparked):222.2222
(B-10, unoccupied, unparked):111.1111
(A-10, occupied, unparked):20.0490
(A-9, occupied, unparked):26.6090
(A-8, occupied, unparked):30.7060
(A-7, occupied, unparked):32.2507
